16 16
-2.68969 -5.42689 -2.18705 -5.17084 -6.89056 -3.32722 -3.40321 -7.49239 0.153722 -1.20191 -0.0409864 -5.32862 -7.48445 -1.66518 -8.07132 -4.32548 
-7.1869 -4.60533 -6.72057 -5.12903 -7.04163 -0.687063 -4.21439 -7.40419 -0.0306101 -0.0296945 -7.99258 -0.436506 -8.47783 -0.123081 -7.21131 -6.87988 
0.944761 -2.04514 -0.341899 -1.20801 -3.6791 0.9588 -5.67989 0.561144 -6.58477 -6.53136 -7.5754 -1.68929 -2.91675 -7.60378 -6.20267 -4.12284 
0.871822 -3.06049 -3.67116 -1.85897 -0.511582 -0.0757775 -4.30381 0.602954 -6.17124 -8.53063 -1.88125 -0.125523 -6.74743 0.916379 -1.67647 -1.47353 
-5.21113 -2.04727 -0.0831019 -7.27174 -6.03421 -1.12165 0.342631 -3.8793 -3.05011 -1.05817 -2.38023 -1.6484 -1.32398 -3.31013 -8.95575 -8.27702 
-3.3318 -8.73418 -6.95557 -5.62313 -4.77471 -1.40364 -5.6274 -6.53655 -0.330607 -2.6021 -0.170995 -3.2729 -4.66271 0.95117 -3.30403 -4.05356 
-8.99145 -4.43016 -6.92108 0.670095 -8.54802 -8.29197 -1.66732 -4.3209 -1.21778 -1.35725 -7.23176 0.621876 -2.68847 -1.33589 -1.17689 -4.74938 
-8.41313 -8.27854 0.884945 -1.29652 -7.70357 -3.55 -4.04685 -3.73586 -0.265908 -1.47566 -7.66909 -7.95657 -0.487472 -7.72616 -1.47108 -8.98688 
0.207129 -3.5027 -0.428266 -1.16559 -2.37565 0.413129 -7.10236 -7.08527 -4.62548 0.684133 -8.96826 -6.8637 -3.5558 -4.5446 -6.7752 -4.31358 
-4.54979 -3.65926 -6.75414 -1.56752 -3.73434 -5.70644 -4.48601 -8.7232 -5.29566 0.305704 -3.2439 -0.0678426 0.950865 -3.13526 -4.61815 -3.45357 
-8.57549 -8.88647 -4.24033 -4.37217 -5.23463 -4.356 -0.417585 -1.30506 -8.37315 -2.13395 -8.49034 -3.90188 -7.034 -6.11264 -8.72137 -0.556139 
-3.48347 -2.15439 -0.538438 -6.93695 -3.86587 -7.37764 -0.932127 -2.0372 -6.30155 -7.11457 0.171422 -3.31074 -1.73629 -3.60921 -0.246986 -7.44722 
-7.86074 -5.5154 -6.05466 -8.35698 -1.40394 -2.25846 -5.13178 -8.92645 0.877316 -2.32316 -0.761223 -8.10306 -2.79315 0.471725 0.950865 0.123508 
-8.51689 -6.35405 -5.1977 -5.71682 -5.65914 -8.38047 -6.43461 -7.03034 -5.72689 -8.90448 -4.41765 0.799188 -6.50084 -7.79269 -4.92303 -3.77187 
-1.73324 -3.63607 -7.63155 -0.338542 -1.72652 -3.26832 -3.82528 -4.70757 -5.10065 -7.70876 -4.80737 -4.88946 -7.06665 -8.5938 -8.85534 -1.48543 
-4.51561 -4.16068 0.476913 -4.03311 -3.23719 -8.84405 -3.10504 0.132969 -7.57845 -5.54469 -8.06827 -7.06696 -7.85678 -4.64287 -4.2736 -8.0463 
16 16
-3.60707 -7.67122 -8.14151 -6.21946 -6.09342 -1.42714 -3.71694 -7.49574 -2.6491 -7.42189 -8.29777 -7.40754 -7.90835 -8.79034 -6.369 -5.82424 
-7.287 0.790033 -2.11777 0.475387 -7.42494 -2.82885 -5.89962 -4.0502 -6.88079 -3.43068 -2.98846 -8.6997 -7.39137 -1.90231 -7.42708 -6.23319 
-1.0127 -6.06473 -8.78515 -3.84512 -3.45143 -1.92886 -4.64074 -6.9693 -8.89929 -0.439253 -6.59819 -2.4785 -6.68517 -8.7705 -2.65123 -2.83984 
-5.05609 -0.233558 -3.70962 -7.79269 -2.39763 -1.86325 -7.09412 -5.10431 -1.21198 -3.73769 -4.82018 -6.9754 -5.15802 0.896847 0.52147 -3.64675 
-4.47319 0.640187 -5.52486 -0.78045 -0.0870693 -2.97565 -8.79217 -2.17026 -1.7369 -2.38511 -2.03995 -4.34745 -0.399884 -7.94131 0.650563 -4.64379 
-0.355937 -2.98144 -7.18018 0.72747 -1.19062 0.933775 -4.89618 -2.99518 -5.05213 -5.45985 -2.58379 -6.9284 0.525437 -1.90719 -8.95911 -6.05954 
-1.08106 -8.78027 -7.19117 -3.03394 -0.47618 -3.64248 -1.44697 0.229408 -3.64553 -8.31028 -1.96945 -3.47615 -0.167943 -5.45589 -1.50496 -8.61089 
-3.56008 -8.83276 -0.890316 -1.37953 -4.05997 -6.1688 -6.61345 -8.30174 0.834895 -8.80407 -8.15677 -5.42598 -2.23862 -7.12372 -7.9407 0.247108 
